Airline,FlightNumber,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
OO,4558,SLC,TUL,Monday,13:45,144,0
OO,4604,SLC,DEN,Monday,13:45,85,1
OO,6855,TUS,DEN,Monday,13:45,110,0
OO,7039,HLN,DEN,Monday,13:45,107,1
OO,7776,SLC,RKS,Monday,13:45,60,1
OO,7790,SLC,SUN,Monday,13:45,71,0
UA,16,ORD,BWI,Monday,13:45,114,0
UA,192,SNA,ORD,Monday,13:45,237,1
US,1163,PIT,CLT,Monday,13:45,92,1
US,1175,SJU,CLT,Monday,13:45,238,0
US,1197,PHL,PHX,Monday,13:45,316,1
US,1842,PHL,PVD,Monday,13:45,66,0
US,651,SFO,PHL,Monday,13:45,312,1
WN,1046,SAN,SJC,Monday,13:45,80,1
WN,1193,LAX,OAK,Monday,13:45,75,1
WN,1275,ABQ,LAS,Monday,13:45,95,1
WN,138,PHL,PIT,Monday,13:45,70,0
WN,1404,PHX,SJC,Monday,13:45,115,1
WN,1512,BNA,MSY,Monday,13:45,90,1
WN,1611,DEN,SFO,Monday,13:45,165,1
WN,2187,BOS,PHL,Monday,13:45,100,1
WN,2991,SMF,SAN,Monday,13:45,85,1
WN,3065,MDW,ORF,Monday,13:45,120,1
WN,325,BUF,PHX,Monday,13:45,310,1
WN,327,SEA,MDW,Monday,13:45,250,1
WN,3752,SAT,DAL,Monday,13:45,60,0
WN,386,FLL,JAX,Monday,13:45,75,0
WN,408,FLL,RDU,Monday,13:45,125,1
WN,601,LAX,TUS,Monday,13:45,80,1
WN,870,MHT,MCO,Monday,13:45,205,1
WN,918,SAT,LAS,Monday,13:45,180,1
XE,2599,IAH,MSP,Monday,13:45,161,1
XE,2769,IAH,ELP,Monday,13:45,118,1
XE,3082,IAH,SDF,Monday,13:45,124,1
YV,2653,ORF,CLT,Monday,13:45,85,1
YV,2878,PHX,ELP,Monday,13:45,70,0
DL,2906,MEM,DTW,Monday,13:46,118,1
EV,4962,ILM,ATL,Monday,13:46,96,0
EV,5325,LYH,ATL,Monday,13:46,94,1
FL,436,ATL,MKE,Monday,13:46,116,1
UA,71,DEN,LGA,Monday,13:46,215,0
XE,2592,IND,CLE,Monday,13:46,64,0
DL,1031,RSW,DTW,Monday,13:47,173,0
UA,32,DEN,EWR,Monday,13:47,223,0
UA,688,DSM,ORD,Monday,13:47,83,0
DL,2128,MCO,DTW,Monday,13:48,161,1
EV,5153,MYR,ATL,Monday,13:48,92,1
XE,2773,IAH,JAN,Monday,13:48,73,1
DL,2792,SAN,ATL,Monday,13:49,246,0
EV,4965,SDF,ATL,Monday,13:49,91,1
EV,5160,GSO,ATL,Monday,13:49,91,1
OH,6546,PIT,DTW,Monday,13:49,80,0
OO,6615,GTF,DEN,Monday,13:49,112,0
YV,7280,ORF,ORD,Monday,13:49,141,0
9E,3725,DTW,GRR,Monday,13:50,55,1
9E,4007,MEM,DAL,Monday,13:50,95,1
9E,4034,DTW,CMH,Monday,13:50,64,1
9E,4072,MSN,DTW,Monday,13:50,91,0
9E,4214,DTW,DAY,Monday,13:50,66,0
9E,4215,ATW,DTW,Monday,13:50,85,0
9E,4323,MCO,RDU,Monday,13:50,115,1
9E,4372,MSP,DAY,Monday,13:50,122,1
AA,1053,ORD,AUS,Monday,13:50,165,1
AA,1174,SJC,ORD,Monday,13:50,255,0
AA,1309,DFW,SFO,Monday,13:50,235,1
AA,1598,SEA,DFW,Monday,13:50,230,0
AA,1719,STL,LAX,Monday,13:50,250,0
AA,1844,LAS,MIA,Monday,13:50,265,1
AA,560,RNO,ORD,Monday,13:50,235,1
AS,650,PDX,PHX,Monday,13:50,154,1
AS,661,DFW,SEA,Monday,13:50,265,0
B6,1783,JFK,MCO,Monday,13:50,176,0
B6,615,JFK,JAX,Monday,13:50,160,0
B6,73,JFK,PBI,Monday,13:50,180,0
CO,118,EWR,TPA,Monday,13:50,180,0
CO,519,TPA,EWR,Monday,13:50,165,0
CO,61,EWR,IAH,Monday,13:50,245,0
DL,1422,DTW,BOS,Monday,13:50,116,1
DL,1502,LAS,ATL,Monday,13:50,226,0
DL,2100,ATL,BOS,Monday,13:50,150,1
DL,238,MIA,ATL,Monday,13:50,120,1
DL,2840,LAS,SLC,Monday,13:50,80,0
DL,2878,SLC,MEM,Monday,13:50,184,0
DL,2936,PHX,MEM,Monday,13:50,179,0
DL,748,ATL,RDU,Monday,13:50,80,1
EV,5002,OAJ,ATL,Monday,13:50,103,1
EV,5497,MEM,OMA,Monday,13:50,107,1
FL,572,PHX,MKE,Monday,13:50,194,0
HA,12,HNL,SFO,Monday,13:50,305,0
MQ,3310,DFW,CID,Monday,13:50,120,0
MQ,3458,MTJ,DFW,Monday,13:50,110,0
MQ,3919,LIT,ORD,Monday,13:50,110,1
MQ,3990,ORD,DAY,Monday,13:50,70,0
MQ,4153,AVP,ORD,Monday,13:50,135,1
OH,6416,STL,DTW,Monday,13:50,96,0
OH,6420,DTW,CHS,Monday,13:50,133,0
OH,6645,DTW,LEX,Monday,13:50,81,1
OO,4586,SLC,OMA,Monday,13:50,135,1
OO,4790,MSP,DLH,Monday,13:50,46,0
OO,4838,SLC,FAR,Monday,13:50,131,1
OO,6527,COS,ORD,Monday,13:50,148,0
OO,6635,ORD,ORF,Monday,13:50,119,1
UA,56,KOA,SFO,Monday,13:50,310,0
US,1247,PBI,PHL,Monday,13:50,157,0
US,1405,PHL,LAX,Monday,13:50,359,1
US,1733,DCA,CLT,Monday,13:50,90,0
US,1996,PHL,ORD,Monday,13:50,139,0
WN,1002,LAX,RNO,Monday,13:50,80,1
WN,111,LAS,PVD,Monday,13:50,300,1
WN,1125,LAX,LAS,Monday,13:50,65,1
WN,131,LAS,MHT,Monday,13:50,295,1
WN,1770,DEN,MSP,Monday,13:50,120,1
WN,186,DEN,BNA,Monday,13:50,145,1
WN,2018,MDW,MCI,Monday,13:50,90,1
WN,251,BWI,SLC,Monday,13:50,300,1
WN,2647,TPA,ISP,Monday,13:50,155,0
WN,3154,MHT,PHL,Monday,13:50,100,1
WN,765,SMF,MDW,Monday,13:50,245,1
XE,2007,TUS,IAH,Monday,13:50,139,0
XE,2572,IAH,CHS,Monday,13:50,129,1
XE,2793,IAH,MCI,Monday,13:50,114,1
XE,5899,ROA,IAD,Monday,13:50,72,0
YV,1037,HNL,LIH,Monday,13:50,37,0
YV,2630,CLE,CLT,Monday,13:50,97,0
DL,2492,STL,ATL,Monday,13:51,94,1
EV,5330,HSV,ATL,Monday,13:51,61,1
EV,5504,ATL,CAK,Monday,13:51,103,0
FL,407,IND,ATL,Monday,13:51,96,1
B6,981,JFK,FLL,Monday,13:52,189,0
DL,2442,ATL,EWR,Monday,13:52,136,0
EV,5075,DCA,CVG,Monday,13:52,102,1
FL,339,PHL,ATL,Monday,13:52,138,1
OO,7001,ORD,CRW,Monday,13:52,82,1
OO,6582,SFO,PSP,Monday,13:53,83,1
UA,139,SFO,LAX,Monday,13:53,93,1
UA,34,OGG,SFO,Monday,13:53,287,0
9E,3999,ATL,OKC,Monday,13:54,146,1
EV,7123,CMH,ORD,Monday,13:54,81,0
FL,1229,SRQ,IND,Monday,13:54,139,0
FL,675,MKE,MCO,Monday,13:54,164,0
FL,985,PIT,ATL,Monday,13:54,114,1
OH,6290,SDF,CVG,Monday,13:54,51,0
UA,426,JAC,DEN,Monday,13:54,82,0
9E,3932,DTW,MHT,Monday,13:55,116,1
9E,4030,JFK,BTV,Monday,13:55,100,0
9E,4110,DTW,PVD,Monday,13:55,122,1
AA,1030,MSY,DFW,Monday,13:55,100,0
AA,1481,OKC,DFW,Monday,13:55,60,0
AA,1609,EWR,MIA,Monday,13:55,195,0
AA,1747,DCA,DFW,Monday,13:55,220,0
AA,1770,DFW,EWR,Monday,13:55,215,0
AA,2094,MSP,DFW,Monday,13:55,155,0
AA,2162,DFW,PBI,Monday,13:55,150,1
AA,2228,HDN,DFW,Monday,13:55,130,0
AS,187,ANC,FAI,Monday,13:55,59,0
AS,538,SEA,ONT,Monday,13:55,154,0
B6,1202,MCO,BOS,Monday,13:55,168,0
B6,634,SFO,BOS,Monday,13:55,320,0
CO,1059,DCA,IAH,Monday,13:55,210,0
CO,1144,EWR,ATL,Monday,13:55,152,0
CO,1790,IAH,MIA,Monday,13:55,143,0
CO,1855,CLE,RSW,Monday,13:55,168,1
CO,547,ORD,IAH,Monday,13:55,166,1
DL,1231,SLC,MSY,Monday,13:55,190,1
DL,1862,DTW,PHL,Monday,13:55,102,0
DL,1992,TPA,DTW,Monday,13:55,160,1
DL,2671,DCA,MCO,Monday,13:55,150,1
DL,2783,ATL,AUS,Monday,13:55,155,0
DL,314,ATL,SLC,Monday,13:55,256,1
DL,630,DTW,DCA,Monday,13:55,93,1
EV,5518,ATL,TYS,Monday,13:55,52,1
FL,174,RSW,ATL,Monday,13:55,109,0
FL,531,MEM,ATL,Monday,13:55,76,0
MQ,2727,CLE,DFW,Monday,13:55,185,1
MQ,3609,MIA,ATL,Monday,13:55,120,1
MQ,3636,CLT,MIA,Monday,13:55,135,1
MQ,4344,ORD,DTW,Monday,13:55,80,0
MQ,4511,LGA,BOS,Monday,13:55,65,0
MQ,4593,LGA,RDU,Monday,13:55,105,0
OH,6369,CVG,ATL,Monday,13:55,102,1
OH,6476,MSP,JFK,Monday,13:55,182,0
OH,6477,DTW,PWM,Monday,13:55,120,1
OH,6515,LGA,JAX,Monday,13:55,176,0
OH,6618,DCA,BOS,Monday,13:55,96,0
OO,3047,DSM,MKE,Monday,13:55,66,1
OO,4488,SLC,STL,Monday,13:55,175,0
OO,6597,SFO,RNO,Monday,13:55,53,1
UA,69,DEN,LAX,Monday,13:55,154,0
US,1118,MCI,CLT,Monday,13:55,130,1
US,1416,LAX,PHL,Monday,13:55,298,1
US,1462,ATL,CLT,Monday,13:55,78,0
US,1617,JAX,CLT,Monday,13:55,77,0
US,1728,MCO,CLT,Monday,13:55,96,1
US,1840,DFW,CLT,Monday,13:55,143,1
US,1925,BWI,CLT,Monday,13:55,89,1
WN,1006,MDW,MHT,Monday,13:55,125,1
WN,1077,PVD,BWI,Monday,13:55,80,1
WN,1558,DEN,LAS,Monday,13:55,120,1
WN,1593,RDU,BWI,Monday,13:55,60,1
WN,1755,MDW,IAD,Monday,13:55,110,1
WN,1757,SMF,SNA,Monday,13:55,85,1
WN,202,SJC,BUR,Monday,13:55,60,1
WN,2208,BHM,MDW,Monday,13:55,110,1
WN,260,MDW,BUF,Monday,13:55,85,1
WN,265,SEA,GEG,Monday,13:55,60,1
WN,2811,AMA,DAL,Monday,13:55,65,0
WN,2984,MDW,PIT,Monday,13:55,80,1
WN,2992,MDW,ISP,Monday,13:55,135,1
WN,3484,BWI,RDU,Monday,13:55,65,1
WN,3517,SAN,OAK,Monday,13:55,90,1
WN,380,MSP,MDW,Monday,13:55,90,0
WN,3934,TPA,PHL,Monday,13:55,155,0
WN,46,PHL,HOU,Monday,13:55,245,1
WN,494,PIT,PHX,Monday,13:55,300,1
WN,510,SMF,BUR,Monday,13:55,70,0
WN,515,LAS,ONT,Monday,13:55,55,0
WN,52,BWI,MCO,Monday,13:55,145,1
WN,541,BUR,LAS,Monday,13:55,65,1
WN,581,MDW,PVD,Monday,13:55,130,0
WN,637,IND,LAS,Monday,13:55,255,1
WN,664,STL,RSW,Monday,13:55,145,1
WN,669,OKC,HOU,Monday,13:55,80,1
WN,894,MDW,CLE,Monday,13:55,70,1
WN,953,LAX,MDW,Monday,13:55,240,1
WN,967,MDW,RDU,Monday,13:55,110,1
XE,2335,MCI,IAH,Monday,13:55,125,1
XE,2431,IAH,IND,Monday,13:55,130,1
YV,1015,HNL,OGG,Monday,13:55,35,0
DL,1196,OGG,LAX,Monday,13:56,309,0
EV,4958,OMA,ATL,Monday,13:56,134,1
UA,66,LIH,LAX,Monday,13:56,343,0
UA,940,DEN,ORD,Monday,13:56,148,0
XE,2900,MSP,CLE,Monday,13:56,107,1
B6,248,LGB,OAK,Monday,13:57,76,0
EV,5337,DHN,ATL,Monday,13:57,61,1
EV,5526,ATL,HOU,Monday,13:57,140,1
FL,875,ATL,MSP,Monday,13:57,160,0
XE,2715,IAH,CAE,Monday,13:57,133,1
DL,1577,SLC,ATL,Monday,13:58,222,1
FL,264,DCA,MKE,Monday,13:58,125,1
OO,7016,RNO,SFO,Monday,13:58,67,1
UA,312,TPA,IAD,Monday,13:58,136,0
UA,946,MCO,IAD,Monday,13:58,131,0
XE,2490,EWR,ROC,Monday,13:58,79,0
XE,3116,EWR,IND,Monday,13:58,131,0
B6,1010,JFK,BOS,Monday,13:59,78,0
DL,1199,SLC,MSP,Monday,13:59,166,1
FL,1079,HPN,MCO,Monday,13:59,170,0
MQ,4394,JFK,BOS,Monday,13:59,71,0
UA,26,LAX,JFK,Monday,13:59,326,0
UA,683,LGA,ORD,Monday,13:59,156,0
XE,2618,SDF,EWR,Monday,13:59,118,0
XE,5943,SGF,ORD,Monday,13:59,94,0
9E,3791,DTW,ALB,Monday,14:00,97,0
9E,3909,GRB,DTW,Monday,14:00,80,0
9E,4016,DTW,MBS,Monday,14:00,51,0
9E,4082,DTW,ORF,Monday,14:00,114,1
AA,1120,ORD,STL,Monday,14:00,65,0
AA,1668,DFW,TUL,Monday,14:00,60,0
AA,1694,DFW,BNA,Monday,14:00,100,1
AA,1716,DFW,BWI,Monday,14:00,165,0
AA,1820,DFW,PIT,Monday,14:00,150,0
AA,1998,DFW,FLL,Monday,14:00,155,1
AA,254,OGG,LAX,Monday,14:00,305,0
AA,333,LGA,ORD,Monday,14:00,165,0
AA,428,IAH,DFW,Monday,14:00,70,0
AA,593,STL,ORD,Monday,14:00,75,0
AS,509,SNA,SEA,Monday,14:00,165,0
AS,866,KOA,SEA,Monday,14:00,337,0
B6,1253,BOS,IAD,Monday,14:00,101,0
CO,155,PBI,EWR,Monday,14:00,181,0
CO,174,HNL,SNA,Monday,14:00,335,0
DL,1023,ATL,IAH,Monday,14:00,138,0
DL,1208,SLC,CVG,Monday,14:00,206,0
DL,1325,DTW,CLT,Monday,14:00,110,0
DL,1329,DTW,MIA,Monday,14:00,188,1
DL,1430,MKE,DTW,Monday,14:00,79,1
DL,1457,SLC,SEA,Monday,14:00,133,1
DL,1561,PHL,ATL,Monday,14:00,149,0
DL,1639,DCA,ATL,Monday,14:00,120,1
DL,1735,LAX,LIH,Monday,14:00,373,0
DL,2070,CHS,ATL,Monday,14:00,83,0
DL,2171,SLC,PHX,Monday,14:00,97,1
DL,2247,LGA,ATL,Monday,14:00,160,0
DL,2418,DTW,RSW,Monday,14:00,178,1
DL,2453,LGA,TPA,Monday,14:00,185,0
DL,2503,DTW,FLL,Monday,14:00,183,1
DL,2654,DTW,BDL,Monday,14:00,104,1
DL,422,SJU,ATL,Monday,14:00,242,0
EV,4990,BHM,ATL,Monday,14:00,65,1
EV,5168,AVL,ATL,Monday,14:00,74,1
EV,5211,DCA,STL,Monday,14:00,147,1
EV,5410,ATL,ROA,Monday,14:00,81,0
EV,5450,ATL,MGM,Monday,14:00,57,1
FL,105,ATL,DFW,Monday,14:00,140,0
FL,377,MKE,TPA,Monday,14:00,162,1
HA,44,HNL,SJC,Monday,14:00,305,1
MQ,2779,DFW,GSP,Monday,14:00,130,0
MQ,3060,LAX,FAT,Monday,14:00,60,1
MQ,3220,PNS,DFW,Monday,14:00,125,1
MQ,4389,BOS,JFK,Monday,14:00,75,0
MQ,4532,DCA,JFK,Monday,14:00,79,0
OH,6335,JFK,BUF,Monday,14:00,102,0
OH,6631,BOS,JFK,Monday,14:00,85,0
OH,6722,DTW,MDT,Monday,14:00,86,1
OO,4698,SLC,IAH,Monday,14:00,179,1
OO,6814,LAS,PSP,Monday,14:00,60,1
OO,6862,RDD,SFO,Monday,14:00,69,1
OO,7042,COS,DEN,Monday,14:00,40,0
OO,7811,GCC,SLC,Monday,14:00,112,0
UA,616,ORD,DCA,Monday,14:00,111,0
UA,684,ORD,LGA,Monday,14:00,126,0
UA,82,HNL,LAX,Monday,14:00,343,1
US,1221,FLL,DCA,Monday,14:00,146,1
US,2130,LGA,BOS,Monday,14:00,66,0
US,33,HNL,PHX,Monday,14:00,362,1
US,543,DFW,LAS,Monday,14:00,179,1
US,6,ORD,PHX,Monday,14:00,227,1
US,706,ORD,PHL,Monday,14:00,122,1
WN,1027,MKE,PHX,Monday,14:00,235,1
WN,1102,SAN,MDW,Monday,14:00,235,1
WN,1268,TPA,MKE,Monday,14:00,170,1
WN,1305,BUR,OAK,Monday,14:00,70,0
WN,1339,LAS,BUR,Monday,14:00,65,1
WN,1771,CLE,BWI,Monday,14:00,75,1
WN,203,SAN,TUS,Monday,14:00,70,1
WN,2096,BWI,LIT,Monday,14:00,165,1
WN,2552,STL,BNA,Monday,14:00,60,1
WN,31,DAL,HOU,Monday,14:00,60,1
WN,32,HOU,DAL,Monday,14:00,55,0
WN,3590,SEA,LAS,Monday,14:00,140,1
WN,3598,GEG,BOI,Monday,14:00,65,1
WN,3688,SJC,PHX,Monday,14:00,110,0
WN,3771,OAK,SNA,Monday,14:00,80,1
WN,539,FLL,MCO,Monday,14:00,60,1
WN,825,MSY,DAL,Monday,14:00,85,1
WN,902,ORF,BWI,Monday,14:00,55,1
WN,969,BOS,BWI,Monday,14:00,90,1
XE,5981,ORD,CAE,Monday,14:00,109,0
B6,525,EWR,MCO,Monday,14:01,165,0
B6,67,BUF,JFK,Monday,14:01,87,0
DL,1306,TUS,ATL,Monday,14:01,207,0
DL,2082,ATL,PHF,Monday,14:01,94,1
FL,961,MCO,CAK,Monday,14:01,137,0
OO,6823,DEN,OKC,Monday,14:01,89,1
OO,7005,ASE,DEN,Monday,14:01,45,0
US,742,FLL,PHL,Monday,14:01,164,1
XE,2145,OMA,IAH,Monday,14:01,140,1
XE,2668,CAE,IAH,Monday,14:01,164,0
AS,64,JNU,PSG,Monday,14:02,46,0
EV,5206,CHA,ATL,Monday,14:02,58,1
OO,6935,MKE,ORD,Monday,14:02,50,0
UA,417,LAS,ORD,Monday,14:02,222,1
XE,2838,CMH,EWR,Monday,14:02,117,0
DL,2757,SFO,LAX,Monday,14:03,87,1
OO,7041,SAT,LAX,Monday,14:03,197,0
UA,37,SFO,OGG,Monday,14:03,335,1
F9,450,MKE,LGA,Monday,14:04,135,0
OO,6849,DEN,FSD,Monday,14:04,82,1
OO,7760,EKO,SLC,Monday,14:04,71,0
XE,2009,RDU,IAH,Monday,14:04,184,1
XE,2387,GSO,IAH,Monday,14:04,182,1
9E,3812,DTW,SBN,Monday,14:05,56,1
9E,3843,DTW,AZO,Monday,14:05,54,1
AA,1147,MCO,DFW,Monday,14:05,175,0
AA,1479,ATL,DFW,Monday,14:05,150,1
AA,1701,DFW,SAN,Monday,14:05,190,0
AA,1772,MIA,JFK,Monday,14:05,170,0
AA,2352,DFW,ORD,Monday,14:05,135,1
AA,413,ORD,SNA,Monday,14:05,255,1
AA,477,DFW,ABQ,Monday,14:05,110,1
AS,497,SAN,SEA,Monday,14:05,174,0
B6,406,SAN,BOS,Monday,14:05,309,0
B6,581,HPN,PBI,Monday,14:05,170,0
CO,1578,SAT,IAH,Monday,14:05,55,1
CO,1681,EWR,SEA,Monday,14:05,356,0
DL,18,DTW,LGA,Monday,14:05,111,0
DL,1905,DTW,MCO,Monday,14:05,161,0
DL,1926,FLL,ATL,Monday,14:05,120,0
DL,2364,HNL,LAX,Monday,14:05,325,0
DL,2469,ATL,MCO,Monday,14:05,91,1
DL,2612,TPA,MSP,Monday,14:05,205,1
DL,2876,MEM,MCI,Monday,14:05,94,1
DL,329,JAX,ATL,Monday,14:05,79,1
MQ,2960,DFW,SHV,Monday,14:05,55,0
MQ,2967,DFW,BTR,Monday,14:05,80,0
MQ,2981,DFW,FSD,Monday,14:05,125,0
MQ,3234,ACT,DFW,Monday,14:05,45,0
MQ,3295,DFW,CAE,Monday,14:05,135,0
MQ,3343,CRP,DFW,Monday,14:05,80,1
MQ,3344,DFW,PNS,Monday,14:05,100,1
MQ,3709,ATL,ORD,Monday,14:05,125,1
MQ,3795,ELP,ORD,Monday,14:05,175,0
MQ,4109,DSM,ORD,Monday,14:05,85,0
MQ,4318,ORD,BWI,Monday,14:05,115,1
OO,4453,STL,SLC,Monday,14:05,190,1
OO,6473,DEN,BIS,Monday,14:05,94,0
OO,6489,DEN,DRO,Monday,14:05,62,0
US,1183,PHL,DFW,Monday,14:05,232,0
US,1651,PHL,MIA,Monday,14:05,172,1
US,750,MIA,PHL,Monday,14:05,170,0
US,965,PHL,SFO,Monday,14:05,380,1
WN,1084,ABQ,DAL,Monday,14:05,95,1
WN,1204,MDW,DEN,Monday,14:05,165,1
WN,1748,MDW,OMA,Monday,14:05,85,1
WN,236,MSY,MCO,Monday,14:05,100,1
WN,2445,SLC,PHX,Monday,14:05,100,1
WN,2720,MCO,BWI,Monday,14:05,125,0
WN,37,TUL,DAL,Monday,14:05,60,1
WN,3935,AUS,TPA,Monday,14:05,130,1
WN,488,LAS,LAX,Monday,14:05,65,0
WN,547,BWI,PBI,Monday,14:05,150,1
WN,997,LAS,OAK,Monday,14:05,90,1
XE,2044,EWR,MSN,Monday,14:05,156,0
XE,2317,IAH,GSO,Monday,14:05,141,1
YV,1025,KOA,HNL,Monday,14:05,40,0
DL,1484,MCI,DTW,Monday,14:06,117,1
FL,785,MCO,PHF,Monday,14:06,108,1
FL,82,FLL,ATL,Monday,14:06,119,0
FL,936,ATL,JAX,Monday,14:06,68,0
US,1027,MCO,PHL,Monday,14:06,149,1
XE,3078,IAH,RIC,Monday,14:06,155,0
9E,3865,ATL,DAY,Monday,14:07,92,1
DL,1746,PHX,ATL,Monday,14:07,213,0
F9,135,DFW,DEN,Monday,14:07,120,0
F9,306,DEN,DTW,Monday,14:07,162,0
HA,373,HNL,LIH,Monday,14:07,38,1
OO,4489,IAH,SLC,Monday,14:07,196,0
OO,6719,DEN,MSO,Monday,14:07,126,1
XE,3089,CLT,CLE,Monday,14:07,90,0
FL,487,BWI,MCO,Monday,14:08,140,1
OO,6402,BUR,SFO,Monday,14:08,76,1
UA,430,SAN,ORD,Monday,14:08,234,0
UA,823,BOS,IAD,Monday,14:08,110,0
FL,717,CAK,LGA,Monday,14:09,91,0
HA,172,LIH,HNL,Monday,14:09,32,1
HA,279,KOA,OGG,Monday,14:09,31,1
OO,6984,LAX,CLD,Monday,14:09,41,1
XE,2523,CVG,IAH,Monday,14:09,160,1
XE,3118,EWR,CHS,Monday,14:09,125,0
AA,1246,DFW,MIA,Monday,14:10,160,1
AA,1348,BOS,MIA,Monday,14:10,215,0
AA,1374,ORD,MIA,Monday,14:10,185,1
AA,1914,DFW,JAX,Monday,14:10,130,0
AA,1981,DFW,TUS,Monday,14:10,145,0
AA,2200,LAS,DFW,Monday,14:10,165,0
AA,566,PHX,DFW,Monday,14:10,135,0
AA,736,DFW,LGA,Monday,14:10,195,0
AS,344,SEA,OAK,Monday,14:10,122,0
AS,870,ANC,HNL,Monday,14:10,372,0
B6,16,FLL,JFK,Monday,14:10,170,0
CO,1079,IAH,SAT,Monday,14:10,59,1
CO,353,GUC,IAH,Monday,14:10,139,1
DL,1791,ATL,TPA,Monday,14:10,85,0
DL,2134,ABQ,MSP,Monday,14:10,158,1
DL,2678,MCO,DCA,Monday,14:10,129,0
DL,5,DTW,BWI,Monday,14:10,97,1
FL,485,BWI,MCO,Monday,14:10,145,1
MQ,2814,RAP,DFW,Monday,14:10,140,0
MQ,4168,RIC,ORD,Monday,14:10,135,0
OO,4497,AUS,SLC,Monday,14:10,169,1
OO,4828,SAT,SLC,Monday,14:10,183,1
OO,6257,FAT,SFO,Monday,14:10,54,1
UA,794,ORD,BUF,Monday,14:10,95,0
US,1555,PHL,FLL,Monday,14:10,168,1
US,1790,LAS,CLT,Monday,14:10,248,1
US,1930,RSW,PHL,Monday,14:10,158,1
US,65,ORD,CLT,Monday,14:10,109,1
WN,1501,BUF,TPA,Monday,14:10,175,1
WN,2009,BWI,JAX,Monday,14:10,125,1
WN,2798,PDX,SJC,Monday,14:10,105,1
WN,3668,ONT,OAK,Monday,14:10,75,1
WN,403,DAL,LIT,Monday,14:10,60,0
WN,589,PHX,LAX,Monday,14:10,90,1
WN,597,DEN,OKC,Monday,14:10,85,1
WN,661,LBB,LAS,Monday,14:10,140,1
WN,690,MDW,HOU,Monday,14:10,170,1
WN,801,MCO,ABQ,Monday,14:10,255,1
WN,877,DAL,LBB,Monday,14:10,65,1
XE,2582,ATL,EWR,Monday,14:10,139,0
XE,3075,PVD,CLE,Monday,14:10,113,0
F9,107,MSP,DEN,Monday,14:11,124,1
FL,349,BWI,SRQ,Monday,14:11,145,0
HA,348,HNL,KOA,Monday,14:11,44,1
OO,6580,MFR,SFO,Monday,14:11,98,1
OO,6585,BNA,ORD,Monday,14:11,105,0
XE,5910,RAP,ORD,Monday,14:11,124,0
DL,1452,ATL,CVG,Monday,14:12,88,1
DL,2416,LAS,DTW,Monday,14:12,233,0
EV,7124,ALB,IAD,Monday,14:12,96,1
OO,3094,MKE,OMA,Monday,14:12,80,0
OO,4851,DFW,SLC,Monday,14:12,172,1
OO,6708,PHX,SFO,Monday,14:13,122,0
OO,7011,DEN,BOI,Monday,14:13,115,0
UA,332,SMF,ORD,Monday,14:13,245,0
YV,1005,OGG,HNL,Monday,14:13,32,0
OO,6620,LAX,RNO,Monday,14:14,85,1
XE,2550,IAH,CLT,Monday,14:14,135,1
9E,3726,DCA,JAX,Monday,14:15,130,0
9E,3801,MEM,CLE,Monday,14:15,116,1
9E,3888,MEM,BNA,Monday,14:15,65,0
9E,4012,MEM,TYS,Monday,14:15,82,0
9E,4078,MEM,LEX,Monday,14:15,79,0
9E,4150,MEM,PIT,Monday,14:15,117,1
AA,1062,MCI,DFW,Monday,14:15,100,0
AA,1074,DFW,ATL,Monday,14:15,125,1
AA,1447,ORD,MSY,Monday,14:15,150,0
AA,2166,DFW,BOS,Monday,14:15,210,1
AA,2445,DFW,LAX,Monday,14:15,210,1
AA,366,ORD,LGA,Monday,14:15,125,0
AA,554,SFO,ORD,Monday,14:15,260,0
AA,620,DFW,SAT,Monday,14:15,65,0
AS,2,SEA,DCA,Monday,14:15,284,0
B6,178,PHX,JFK,Monday,14:15,277,0
B6,684,DCA,BOS,Monday,14:15,83,1
B6,729,BOS,SJU,Monday,14:15,230,0
B6,745,MCO,SJU,Monday,14:15,159,1
CO,1541,IAH,AUS,Monday,14:15,53,1
CO,1562,IAH,RSW,Monday,14:15,131,1
CO,325,EWR,CLE,Monday,14:15,97,0
CO,660,EGE,IAH,Monday,14:15,151,1
DL,1050,MEM,ATL,Monday,14:15,83,0
DL,1151,MSP,SFO,Monday,14:15,251,1
DL,1299,LAX,KOA,Monday,14:15,355,0
DL,2153,MSP,SEA,Monday,14:15,222,1
DL,2170,TUS,MSP,Monday,14:15,190,0
DL,2175,MSP,DFW,Monday,14:15,150,0
EV,4994,ATL,HPN,Monday,14:15,135,0
EV,5032,CSG,ATL,Monday,14:15,51,0
EV,5177,ATL,CHA,Monday,14:15,48,0
EV,5217,JAN,ATL,Monday,14:15,79,0
EV,5294,BNA,ATL,Monday,14:15,72,1
EV,5469,MEM,MGM,Monday,14:15,67,0
HA,20,HNL,SMF,Monday,14:15,310,0
HA,40,OGG,PDX,Monday,14:15,315,0
MQ,2700,ROW,DFW,Monday,14:15,85,1
MQ,2808,DFW,MLI,Monday,14:15,115,0
MQ,3840,ORD,ATL,Monday,14:15,120,1
MQ,4006,ORD,CHA,Monday,14:15,95,0
MQ,4296,BWI,JFK,Monday,14:15,80,0
MQ,4376,RDU,JFK,Monday,14:15,100,0
OH,6304,DTW,SYR,Monday,14:15,88,1
OH,6446,PHL,JFK,Monday,14:15,65,0
